Date,Water Level,Another
22.05.2023 18:00,-179,0
22.05.2023 16:00,-178,0
22.05.2023 14:00,-178,0
22.05.2023 12:00,-177,0
22.05.2023 10:00,-176,0
22.05.2023 8:00,-177,0
22.05.2023 6:00,-177,0
22.05.2023 4:00,-177,0
22.05.2023 2:00,-177,0
22.05.2023 0:00,-177,0
21.05.2023 22:00,-177,0
21.05.2023 20:00,-177,0
21.05.2023 18:00,-177,0
21.05.2023 16:00,-176,0
21.05.2023 14:00,-176,0
21.05.2023 12:00,-176,0
21.05.2023 10:00,-176,0
21.05.2023 8:00,-175,0
21.05.2023 6:00,-175,0
21.05.2023 4:00,-174,0
21.05.2023 2:00,-174,0
21.05.2023 0:00,-173,0
20.05.2023 22:00,-172,0
20.05.2023 20:00,-172,0
20.05.2023 18:00,-172,0
20.05.2023 16:00,-172,0
20.05.2023 14:00,-172,0
20.05.2023 12:00,-172,0
20.05.2023 10:00,-173,0
20.05.2023 8:00,-173,0
20.05.2023 6:00,-173,0
20.05.2023 4:00,-173,0
20.05.2023 2:00,-172,0
20.05.2023 0:00,-171,0
19.05.2023 22:00,-171,0
19.05.2023 20:00,-170,0
23.05.2023 14:00,-180,0
23.05.2023 12:00,-180,0
23.05.2023 10:00,-179,0
23.05.2023 8:00,-178,0
23.05.2023 6:00,-178,0
23.05.2023 4:00,-178,0
23.05.2023 2:00,-178,0
23.05.2023 0:00,-179,0
22.05.2023 22:00,-179,0
22.05.2023 20:00,-179,0
22.05.2023 18:00,-179,0
22.05.2023 16:00,-178,0
22.05.2023 14:00,-178,0
22.05.2023 12:00,-177,0
22.05.2023 10:00,-176,0
22.05.2023 8:00,-177,0
22.05.2023 6:00,-177,0
22.05.2023 4:00,-177,0
22.05.2023 2:00,-177,0
22.05.2023 0:00,-177,0
21.05.2023 22:00,-177,0
21.05.2023 20:00,-177,0
21.05.2023 18:00,-177,0
21.05.2023 16:00,-176,0
21.05.2023 14:00,-176,0
21.05.2023 12:00,-176,0
21.05.2023 10:00,-176,0
21.05.2023 8:00,-175,0
21.05.2023 6:00,-175,0
21.05.2023 4:00,-174,0
21.05.2023 2:00,-174,0
21.05.2023 0:00,-173,0
20.05.2023 22:00,-172,0
20.05.2023 20:00,-172,0
20.05.2023 18:00,-172,0
20.05.2023 16:00,-172,0
24.05.2023 14:00,-180,0
24.05.2023 12:00,-180,0
24.05.2023 10:00,-179,0
24.05.2023 8:00,-180,2
24.05.2023 6:00,-180,2
24.05.2023 4:00,-180,0
24.05.2023 2:00,-180,0
24.05.2023 0:00,-180,0
23.05.2023 22:00,-180,0
23.05.2023 20:00,-180,0
23.05.2023 18:00,-180,0
23.05.2023 16:00,-180,0
23.05.2023 14:00,-180,0
23.05.2023 12:00,-180,0
23.05.2023 10:00,-179,0
23.05.2023 8:00,-178,0
23.05.2023 6:00,-178,0
23.05.2023 4:00,-178,0
23.05.2023 2:00,-178,0
23.05.2023 0:00,-179,0
22.05.2023 22:00,-179,0
22.05.2023 20:00,-179,0
22.05.2023 18:00,-179,0
22.05.2023 16:00,-178,0
22.05.2023 14:00,-178,0
22.05.2023 12:00,-177,0
22.05.2023 10:00,-176,0
22.05.2023 8:00,-177,0
22.05.2023 6:00,-177,0
22.05.2023 4:00,-177,0
22.05.2023 2:00,-177,0
22.05.2023 0:00,-177,0
21.05.2023 22:00,-177,0
21.05.2023 20:00,-177,0
21.05.2023 18:00,-177,0
21.05.2023 16:00,-176,0
26.05.2023 10:00,-176,0
26.05.2023 8:00,-173,0
26.05.2023 6:00,-173,0
26.05.2023 4:00,-170,0
26.05.2023 2:00,-170,0
26.05.2023 0:00,-169,0
25.05.2023 22:00,-169,0
25.05.2023 20:00,-168,0
25.05.2023 18:00,-167,0
25.05.2023 16:00,-164,0
25.05.2023 14:00,-161,0
25.05.2023 12:00,-161,0
25.05.2023 10:00,-167,0
25.05.2023 8:00,-172,0
25.05.2023 6:00,-177,0
25.05.2023 4:00,-178,0
25.05.2023 2:00,-178,0
25.05.2023 0:00,-179,0
24.05.2023 22:00,-180,0
24.05.2023 20:00,-179,0
24.05.2023 18:00,-180,0
24.05.2023 16:00,-180,0
26.05.2023 12:00,-176,0
29.05.2023 16:00,-184,0
29.05.2023 14:00,-184,0
29.05.2023 12:00,-184,0
29.05.2023 10:00,-181,0
29.05.2023 8:00,-181,0
29.05.2023 6:00,-182,0
29.05.2023 4:00,-182,0
29.05.2023 2:00,-180,0
29.05.2023 0:00,-183,0
28.05.2023 22:00,,0
28.05.2023 20:00,-182,0
28.05.2023 18:00,-182,0
28.05.2023 16:00,-182,0
28.05.2023 14:00,-182,0
28.05.2023 12:00,-181,0
28.05.2023 10:00,-181,0
28.05.2023 8:00,-181,0
28.05.2023 6:00,-180,0
28.05.2023 4:00,-180,0
28.05.2023 2:00,-180,0
28.05.2023 0:00,-180,0
27.05.2023 22:00,-179,0
27.05.2023 20:00,-179,0
27.05.2023 18:00,-179,0
27.05.2023 16:00,-179,0
27.05.2023 14:00,-179,0
27.05.2023 12:00,-180,0
27.05.2023 10:00,-179,0
27.05.2023 8:00,-179,0
27.05.2023 6:00,-179,0
27.05.2023 4:00,-179,0
27.05.2023 2:00,-178,0
27.05.2023 0:00,-177,0
26.05.2023 22:00,-177,0
26.05.2023 20:00,-177,0
26.05.2023 18:00,-177,0
30.05.2023 10:00,-183,0
30.05.2023 8:00,-183,0
30.05.2023 6:00,-183,0
30.05.2023 4:00,-183,0
30.05.2023 2:00,-183,0
30.05.2023 0:00,-183,0
29.05.2023 22:00,-183,0
29.05.2023 20:00,-184,0
29.05.2023 18:00,-184,0
02.06.2023 22:00,-191,0
02.06.2023 20:00,,0
02.06.2023 18:00,-191,0
02.06.2023 16:00,-191,0
02.06.2023 14:00,-191,0
02.06.2023 12:00,-191,0
02.06.2023 10:00,-191,0
02.06.2023 8:00,-191,0
02.06.2023 6:00,-191,0
02.06.2023 4:00,-191,0
02.06.2023 2:00,,0
02.06.2023 0:00,-191,0
01.06.2023 22:00,-190,0
01.06.2023 20:00,-191,0
01.06.2023 18:00,-191,0
01.06.2023 16:00,-185,0
01.06.2023 14:00,-185,0
01.06.2023 12:00,-185,0
01.06.2023 10:00,-185,0
01.06.2023 8:00,-186,0
01.06.2023 6:00,-185,0
01.06.2023 4:00,-186,0
01.06.2023 2:00,-186,0
01.06.2023 0:00,-184,0
31.05.2023 22:00,-183,0
31.05.2023 20:00,-183,0
31.05.2023 18:00,-183,0
31.05.2023 16:00,-184,0
31.05.2023 14:00,-183,0
31.05.2023 12:00,-182,0
31.05.2023 10:00,-182,0
31.05.2023 8:00,-183,0
31.05.2023 6:00,-183,0
31.05.2023 4:00,-183,0
31.05.2023 2:00,-182,0
31.05.2023 0:00,-182,0
06.06.2023 16:00,-192,1.1
06.06.2023 14:00,-192,0.4
06.06.2023 12:00,-192,0
06.06.2023 10:00,-192,0
06.06.2023 8:00,-191,0
06.06.2023 6:00,-191,0
06.06.2023 4:00,-192,0
06.06.2023 2:00,-192,0
06.06.2023 0:00,-192,0
05.06.2023 22:00,-192,0
05.06.2023 20:00,-192,0
05.06.2023 18:00,-191,0
05.06.2023 16:00,-191,0
05.06.2023 14:00,-191,0
05.06.2023 12:00,-192,0
05.06.2023 10:00,-191,0
05.06.2023 8:00,-191,0
05.06.2023 6:00,-190,0
05.06.2023 4:00,-190,0
05.06.2023 2:00,,0
05.06.2023 0:00,-190,0
04.06.2023 22:00,-190,0
04.06.2023 20:00,-191,0
04.06.2023 18:00,-191,0
04.06.2023 16:00,-191,0
04.06.2023 14:00,-191,0
04.06.2023 12:00,-189,0
04.06.2023 10:00,-189,0
04.06.2023 8:00,-189,0
04.06.2023 6:00,-189,0
04.06.2023 4:00,-187,0
04.06.2023 2:00,-185,0
04.06.2023 0:00,-185,0
03.06.2023 22:00,-185,0
03.06.2023 20:00,-182,0
03.06.2023 18:00,-181,0
07.06.2023 18:00,-173,0.9
07.06.2023 16:00,-177,0.9
07.06.2023 14:00,-179,0.4
07.06.2023 12:00,-183,0.4
07.06.2023 10:00,-186,0.3
07.06.2023 8:00,-188,1.3
07.06.2023 6:00,-191,1.3
07.06.2023 4:00,-191,1.3
07.06.2023 2:00,,1.3
07.06.2023 0:00,-192,1.3
06.06.2023 22:00,-192,1.3
06.06.2023 20:00,-192,1.3
06.06.2023 18:00,-201,1.3
10.06.2023 20:00,-171,2.2
10.06.2023 18:00,-169,2.2
10.06.2023 16:00,-165,2.2
10.06.2023 14:00,-166,0
10.06.2023 12:00,-176,0
10.06.2023 10:00,-178,0
10.06.2023 8:00,,8.2
10.06.2023 6:00,-181,8.2
10.06.2023 4:00,-180,8.2
10.06.2023 2:00,-180,8.2
10.06.2023 0:00,-179,8.2
09.06.2023 22:00,-178,6
09.06.2023 20:00,-177,6
09.06.2023 18:00,-182,6
09.06.2023 16:00,-183,6
09.06.2023 14:00,,0
09.06.2023 12:00,-184,5.7
09.06.2023 10:00,-183,0
09.06.2023 8:00,,0
09.06.2023 6:00,,0
09.06.2023 4:00,-183,0
09.06.2023 2:00,-183,0
09.06.2023 0:00,-183,0
08.06.2023 22:00,-183,0
08.06.2023 20:00,-183,0
08.06.2023 18:00,,0
08.06.2023 16:00,-182,0
08.06.2023 14:00,-182,0
08.06.2023 12:00,-182,0
08.06.2023 10:00,-181,0
08.06.2023 8:00,-181,0.9
08.06.2023 6:00,-180,0.9
08.06.2023 4:00,-180,0.9
08.06.2023 2:00,-177,0.9
08.06.2023 0:00,-176,0.9
07.06.2023 22:00,-175,0.9
15.06.2023 12:00,-183,0
15.06.2023 10:00,-182,0
15.06.2023 8:00,-182,0
15.06.2023 6:00,-181,0
15.06.2023 4:00,-181,0
15.06.2023 2:00,-181,0
